Enlarged Cardiomediastinum,Cardiomegaly,Lung Lesion,Airspace Opacity,Edema,Consolidation,Atelectasis,Pneumothorax,Pleural Effusion,Support Devices
0.4026108361679677,0.4563642717171929,,0.22163527951956172,0.32605337702518394,0.35134966149770724,0.20316217613761647,0.2999083042085467,0.16624149740630267,0.18966864957352095
0.4129579123160387,0.453654503071067,0.13557419337578805,0.22690225674913728,0.33406358260274355,0.3343558886889014,0.20030256550510922,0.18581983329949966,0.1510776012963543,0.18953726789421563
0.4140045874008281,0.4655446174977654,0.13557419337578805,0.2167060021584808,0.31937317183799774,0.3297151131393825,0.17809862368377008,0.26759909016908107,0.15751569875203375,0.19298558144374628
0.40421229324683655,0.42882144703258596,0.13557419337578805,0.2653195769759932,0.28995228944232115,0.40849021257935153,0.2274438959649396,0.18717874297659734,0.17023182762762026,0.18645690844552718
0.4065392016824077,0.43246075448375865,,0.2342555171262022,0.3275481410423774,0.37702653643203743,0.1935694988738664,0.20716139493947688,0.14414843079820347,0.1754796715528547
0.4083477472742483,0.4398126641093113,0.13557419337578805,0.23002509095756665,0.33524391823601307,0.3936511177977168,0.20943981307209167,0.2635844149524115,0.18897934179597217,0.18671821528801472
0.4217533747229141,0.4434727414410821,,0.23111887248175816,0.34684743918171884,0.37929324299767275,0.2149697776095336,0.1536056909731709,0.13885071000476543,0.18744387431785098
0.3749297151104051,0.46692415916448154,,0.23927229812540424,0.3259268948178635,0.3790931709102245,0.1837049379128718,0.23680563935621604,0.1662409541666887,0.18801631883409442
0.42184968185038485,0.47525424710826725,0.13557419337578805,0.24903806111128107,0.32697410304023233,0.39307518156806165,0.20737332423659371,0.1280944045896108,0.1709022877365759,0.1862993478305781
0.3986454298640796,0.43499927102074204,,0.255155572334061,0.3347056512503259,0.351797135154873,0.21451395036683654,0.20275669730533072,0.15457203704637687,0.19478322457261138
0.4175329630422795,0.4677958760081366,,0.23488116707554976,0.3224335775394373,0.338278266704386,0.20011081304191092,0.25513615746198276,0.15755433284562104,0.19787692488941422
0.42093418599189864,0.47188213868181256,0.13557419337578805,0.22814592934674266,0.32494131146420396,0.4660161345825335,0.20058462630559756,0.27943496537648826,0.1470880360535438,0.18443397030005712
0.4046538618014378,0.4368743446593592,0.13557419337578805,0.23438456162443871,0.3371770145963999,0.3894623985977225,0.1746844399470198,0.23368915315072714,0.15564202007402944,0.18360599892668197
0.4292827307095645,0.4496201840175742,0.13557419337578805,0.21411649602174868,0.3131593291135121,0.42276652518912233,0.19691768759639044,0.2667503379595034,0.13619696338878892,0.17669888010252763
0.4023016192157723,0.4478796987617603,0.13557419337578805,0.22750974682316102,0.33306095045184014,0.4051341835949087,0.16781132111743483,0.17801112205959824,0.15787327069175788,0.181020233658554
0.4118843924559245,0.4644468843589878,0.13557419337578805,0.24848953288602968,0.3288538493677776,0.4268926239096373,0.20915939309782172,0.23664236155703813,0.16813894305164714,0.20433856116615431
0.40370746481251163,0.4701269961900091,0.13557419337578805,0.20792776741716326,0.2941974197028912,0.3866507003208752,0.20133406129341735,0.19660679067600975,0.19985503738027027,0.18868561827528432
0.42637951655715395,0.4329990984744715,0.13557419337578805,0.23192845907526113,0.3251157268761927,0.3805879206544854,0.1692146091897634,0.1918856709331438,0.1517221588217777,0.18710295852694075
0.37995175443137985,0.47785278981916424,,0.23231783887648538,0.3460413156145231,0.3346501701946784,0.19503845398605119,0.23749230669094631,0.1613495578344368,0.1996270003589157
0.4221701249269056,0.44874326275533905,0.13557419337578805,0.22056986165579212,0.2889403522227618,0.387553387600769,0.1831577596466206,0.1649846934361845,0.14023661787285904,0.19482039546009278
0.3904889378731374,0.4374611190372529,,0.2351429109348961,0.3018621939706947,0.4139512974095728,0.18890408763749889,0.2072571960448707,0.1619297843019839,0.18537808052850993
0.41689464088282274,0.4419530191629632,0.13557419337578805,0.1807639647833785,0.3373359350943688,0.3441542761500183,0.1613820520616381,0.1971593477699889,0.12744249451721495,0.21230192012422713
0.43761143416969017,0.45246835110171196,0.13557419337578805,0.21492208976422095,0.32602481485668905,0.39234884884991406,0.18796372247255905,0.21191771706280407,0.15962614700517527,0.1935817854431242
0.41524470591541857,0.46991691651844464,0.13557419337578805,0.2343746244108678,0.3290787527586318,0.4121055314327393,0.2064745408857884,0.23167899617285403,0.15419135093022382,0.18188278039334788
0.42642371374789884,0.49425274935427616,,0.25909334977605386,0.33178816332683986,0.4023460390840975,0.1801264018820092,0.16526120761330718,0.14700360380940924,0.17542024714251334
0.415817544050458,0.4824284120013392,,0.2422544667958846,0.3032755837797946,0.4242774847850378,0.22388554054152907,0.26339465782160204,0.18008718881398023,0.18703320021677297
0.3913529463434893,0.4347554841582464,0.13557419337578805,0.22693851244360788,0.33657318387074636,0.39099263257518907,0.20690998718370768,0.2372237191905146,0.13852205961078973,0.1799183972683102
0.41529379959834833,0.4666492815981159,0.13557419337578805,0.22542016879957147,0.3200862224906195,0.3840957024579898,0.19949849951064905,0.26814114776982695,0.14728977317844544,0.18347826694653385
0.4047936523824596,0.48916501064676904,0.13557419337578805,0.23047776299642472,0.3209375800255329,0.41984123872222257,0.1966705922724959,0.2541737041277231,0.1628813767189665,0.18143472187653278
0.4271454810138043,0.4782494082627101,0.13557419337578805,0.23410772585275377,0.34998748920621336,0.36993490383599936,0.22512826664554514,0.15783628476149658,0.16798043236727306,0.21223288347996985
0.40614089955881216,0.4593375984902346,0.13557419337578805,0.233642348599144,0.30448001091760835,0.38481624734876857,0.17861159414147737,0.10813937545227909,0.15484795324724104,0.17632618044116996
0.39976317555253,0.44479686456334705,0.13557419337578805,0.23519634205257506,0.32591268439987814,0.37135778698547633,0.17775569743769187,0.11989536611929004,0.15899452904961228,0.18966672691535202
0.42036061460227087,0.45666603798944877,0.13557419337578805,0.21661437393597613,0.2914557663458504,0.384174805096791,0.18776278035246746,0.1680183302597674,0.11097145602627619,0.20127930979545758
0.37812543392613174,0.441177436021356,,0.21827363979140782,0.3109277995151909,0.36140230297206033,0.19287186939581966,0.2065785101889273,0.17113311965970782,0.18767313135255967
0.4353193121940761,0.46492619189252976,0.13557419337578805,0.21063066091672,0.3304390564387697,0.401252917397549,0.1943270804504853,0.2237388822715877,0.1623979124755921,0.1874266594364302
0.41149025662523964,0.4620344551667663,,0.22988628087858226,0.34153519794607784,0.3674864006886361,0.18071685859897998,0.1961813950635763,0.1442290778687563,0.19128211220101798
0.4096339297338579,0.4478882641169703,0.13557419337578805,0.2253166695979119,0.32024451695806366,0.3664348634954943,0.1906369027584748,0.22139967784472525,0.1450087889360194,0.1947181598165948
0.4172861668442584,0.4567379208353955,0.13557419337578805,0.24254763100685062,0.31398662299894287,0.38152860074388545,0.19972643070853255,0.21865901104975918,0.1710140459887303,0.1987829856163338
0.4019000762052782,0.47308713346785297,0.13557419337578805,0.21416309806895645,0.2900995557506978,0.4433464183315568,0.2072735248908597,0.21881595553992828,0.166989186844995,0.1971723784388358
0.41819734466026487,0.46443898669479805,0.13557419337578805,0.2620036054045089,0.30847870804223404,0.4082885834425734,0.22021114665193905,0.2835650333649016,0.17322863734596175,0.1898144137153981
0.42750232800637056,0.4665538523232758,0.13557419337578805,0.22249453490528856,0.3528874114375235,0.3346292986914293,0.2151103968539399,0.21692865869747271,0.1796852135363518,0.18850033189226104
0.41049717835376764,0.4693841717144208,0.13557419337578805,0.23147280464544776,0.33590736955519485,0.34280353482965353,0.1880480333124844,0.2347365599572685,0.16537278980272466,0.19903157654413872
0.4035317865959738,0.42626638834937347,0.13557419337578805,0.2269013835588729,0.27817932584392513,0.3527891099180685,0.2013187344449505,0.1773710689149308,0.15881170453443083,0.1941819848408683
0.4182460752019016,0.4535122967377101,0.13557419337578805,0.2294102492943345,0.3564381738269426,0.3836796065649603,0.20730982940312945,0.3066523968261768,0.1374410318183435,0.1919345991500254
0.411237638110072,0.4620801503559627,0.13557419337578805,0.23723664564984812,0.3193001613124775,0.36891627616976347,0.2036353439178294,0.23316535266060665,0.15356982107176476,0.18940243812172086
0.40910832161499283,0.46971318163293063,0.13557419337578805,0.24349218205163195,0.36456441288272384,0.4258428292862263,0.2198957129067389,0.24698919184682924,0.17481113060409048,0.18811721536786852
