Enlarged Cardiomediastinum,Cardiomegaly,Lung Lesion,Airspace Opacity,Edema,Consolidation,Atelectasis,Pneumothorax,Pleural Effusion,Support Devices
0.5684480339239394,0.7153276980753099,0.34604169986112243,0.24850748716775425,0.34111943848973053,0.17762851420850687,0.13319283600728,0.4890712575234364,0.21465640157798443,0.4367994235016281
0.5730717945576307,0.7097655591339086,0.5910847440083895,0.2587289753672867,0.3234441387586847,0.15460699630089506,0.12423333667884327,0.4181440031667771,0.2110486767318786,0.4640100086102072
0.5637854330434247,0.7107629403568803,0.49271328354525235,0.26145579493611026,0.3088930972015178,0.18873856608059084,0.12352970911894101,0.4650792402240859,0.21727339187366548,0.46083325631019606
0.5936018040948393,0.7236937108787517,0.44033158948271195,0.2563221472539065,0.3424823205021011,0.1784633557409325,0.12234261875423497,0.44111865487037577,0.2295996300887054,0.4584954012372789
0.5818641791681158,0.7333514159804608,0.5053476643343009,0.25451120000494926,0.3456379585886715,0.21810423217926983,0.12306639181394391,0.5290272028283484,0.20670569471989078,0.43015383918999667
0.5857610520249167,0.7143645404442748,0.49342618155546036,0.2544303972597598,0.32740980718900586,0.10985906574101759,0.13640157442492234,0.502688145854558,0.24023508936102733,0.4443924919527095
0.586990485343362,0.7389913794584941,0.5198711767089796,0.24544849745766772,0.30559340388864015,0.12442570096646141,0.14061019912593392,0.4118804522293332,0.2158595942296505,0.4378238666192989
0.5574797949057321,0.7310805981730546,0.4139174327367547,0.2677927267785417,0.32425381174960066,0.20158594105449426,0.12028244290447708,0.43976237729667644,0.22599326024594782,0.4484375717322131
0.5826637171177171,0.722538556824388,0.5005299267172444,0.25529138662480017,0.36445240334244766,0.17196498849245845,0.10802487174143274,0.32038027705321714,0.2094367827659759,0.4490636542123851
0.5608546681993604,0.7189897422142745,0.44949833316157767,0.2665590779306882,0.3352935084361422,0.16507796210231795,0.12602312844534394,0.47019709521147895,0.2017440033518962,0.4541972998290048
0.5626563536517336,0.7328111934621745,0.48094381165610944,0.27042638782259054,0.3458187474924639,0.17217419745500906,0.12580634042429958,0.5454894204986624,0.21869566969782256,0.4389513812098786
0.562550106699725,0.7310267435979179,0.5578039385103309,0.23664539964386466,0.30397122046705083,0.12677916535937814,0.1133924268553193,0.4784090425068303,0.19964405862916879,0.44073042620599573
0.5742876075726359,0.7284210538384162,0.4025066756558797,0.26548096443734354,0.3652375728326729,0.22866763886560176,0.13699983064181814,0.4249318849759466,0.22072272823238337,0.4333802189424428
0.5700736972109656,0.7235598419898535,0.3967505240140118,0.26417224920820814,0.33636358209847284,0.16983269606103782,0.10587677247090843,0.504410914703821,0.21985911555661658,0.44809272312344606
0.5430759475741361,0.6999788484165086,0.33586561987235436,0.25572550057087884,0.3738972433446149,0.23077572268250704,0.12232504504239324,0.5873289484662662,0.20147806881273142,0.4368192582026854
0.553774923619619,0.7281852078642865,0.608550309030226,0.2586124944705271,0.3403813984139172,0.20146190974069872,0.12243253597422875,0.44852556866571797,0.21749620447932227,0.4539964502230489
0.5788855129451603,0.7165005603254089,0.4378322438967688,0.26380425133569146,0.3259227522789669,0.21290316355834973,0.1308971616543562,0.42862791617001644,0.19845479140272407,0.44732212116703635
0.5594448426215408,0.7185252136973426,0.4537544379290765,0.24308861474275603,0.33016926374523925,0.160690213803268,0.12030306555227278,0.3774323353958402,0.21787208996469642,0.44729925481401905
0.5693209315736916,0.7121227079497593,0.44469425502501175,0.25953142053197814,0.339964138033711,0.18223784637964127,0.12585676938854146,0.3771277908192177,0.20991785140986635,0.45728296361599235
0.5560177520873423,0.721549537154366,0.5660343526230004,0.2567968879825446,0.3323974467528284,0.16496374982828643,0.11878741751729115,0.43585989515600104,0.22615764749620157,0.40264486972994196
0.5727210306222067,0.7113492732486885,0.46886284085323676,0.2644886247496223,0.32935032636546135,0.21120890497697992,0.12473591361824672,0.4808402449465918,0.2023845725665294,0.450421594932529
0.5575295470452929,0.7084644403872272,0.4619822969903649,0.2683908324826759,0.3234793016358143,0.1673182428778751,0.11569178017188053,0.4709230015089829,0.20733653376301361,0.4540758830528386
0.5943844885884153,0.7090097813752173,0.3264546426223429,0.2560570122900391,0.305523783827015,0.14830125967890712,0.1371443954008632,0.47031908379095394,0.22765537976700237,0.46051715361714846
0.5514762778979505,0.7221278977620756,0.4057944536532432,0.2611412893007182,0.31885252956301285,0.1801465476818566,0.1253368800458317,0.44803807996125367,0.21211597096220103,0.42848265552690246
0.5866958565296632,0.7101722683012218,0.23391320032445262,0.26956919466784607,0.33432696798143796,0.18867811541273968,0.1254887452227628,0.32738016051807006,0.20346198620480152,0.45304670332008184
0.5518393582056256,0.7314028260630182,0.5470106896866391,0.2555894286774308,0.32717586164023205,0.20854288722726644,0.12438765384842944,0.3861949387881389,0.2203401161798466,0.4551401080610304
0.555860133446377,0.725511171755709,0.524624610444365,0.2558095711167357,0.34579022375888163,0.1714976316538084,0.1207313366237196,0.5267822181321067,0.20790164878821094,0.45664980624026846
0.5817549415037008,0.7433518471869698,0.3307755837913799,0.267934150288401,0.3478104334228073,0.18666436026310548,0.13275083849754313,0.37052138494944703,0.24645918400530503,0.4357346933704362
0.5632525050500947,0.7210311251815916,0.3484297141850879,0.26841391763092753,0.346240889817684,0.17910709726554405,0.11010382126049849,0.47269308674368204,0.20619485321484923,0.4364579673919715
